([(53.81676426755121, -83.92615325591957), (52.59151281780015, -83.86214528394022), (51.841720406053994, -83.78180612592554), (0, 0), (53.82960877310076, -83.89322744879061), (51.01286253999223, -83.63436744290051), (42.673231591906884, -82.93549163453311)], (40.73968896061234, -12.436925803454258), (52.88856394525752, -83.74760814140559), '2020-05-20 01:00:22')
([(53.76984630779139, -83.91912957080228), (52.68997663105561, -83.85559587007016), (51.89314233267428, -83.77488709495339), (0, 0), (53.830441090989595, -83.88584194843561), (50.66835312028992, -83.6309048877981), (42.6816469358479, -82.93203758775714)], (40.78512873320817, -12.38721309882741), (52.88904544655093, -83.74477359291404), '2020-05-20 01:00:24')
([(53.65716173456869, -83.91145755425435), (52.62679096522338, -83.84810873101384), (51.90539037953237, -83.76730287030945), (0, 0), (54.2546990268428, -83.87899923012486), (50.58296744861985, -83.624621214253), (42.68422451962508, -82.93145552604413)], (40.83068628114129, -12.332725841895506), (52.890209577568015, -83.73748592235206), '2020-05-20 01:00:25')
([(53.48809691689726, -83.90401745403463), (52.62628328470779, -83.84137928395576), (51.58908958972968, -83.76214487741014), (0, 0), (54.08456923881415, -83.8715218568294), (50.87041722452156, -83.61552092605346), (42.78609446433436, -82.9215132928982)], (40.87621474622246, -12.278159101181423), (52.89137514845041, -83.7301957958045), '2020-05-20 01:00:26')
([(53.5175950037798, -83.89674342378609), (52.638375691712284, -83.83424610202076), (51.78473162208993, -83.75384570075), (0, 0), (54.15266262869539, -83.86451337647755), (50.94841030862235, -83.60816069876165), (42.48983708609441, -82.92989663158816)], (40.921714040918104, -12.223512689083597), (52.89254215943049, -83.72290321142101), '2020-05-20 01:00:27')
([(53.773161926763045, -83.88984270782947), (52.7903990126012, -83.82642153170679), (51.64583117230252, -83.74659771075858), (0, 0), (53.87076533315084, -83.8572226796254), (51.01288781609563, -83.59949310201362), (42.58556073271773, -82.91616138746768)], (40.96732767827584, -12.164085940816015), (52.894391800979655, -83.71115773593569), '2020-05-20 01:00:27')
([(53.72315610707576, -83.88277315949036), (52.79053270117262, -83.81920530198995), (51.78687802943766, -83.73857758045956), (0, 0), (53.95081812301909, -83.8496872757257), (50.67416594438354, -83.59435875610444), (42.547068244239924, -82.91575390197058)], (41.012767731392955, -12.10927857584216), (52.89556169293572, -83.70386027765403), '2020-05-20 01:00:28')
([(53.56612143220151, -83.87482888232375), (52.617824820206486, -83.8117723715572), (51.868497235769524, -83.73125945271426), (0, 0), (54.19201088098327, -83.84121663333507), (50.74092181114937, -83.58689308442843), (42.80644246543663, -82.8989786554676)], (41.05817834894548, -12.054390974497203), (52.89673302568175, -83.69656035601585), '2020-05-20 01:00:29')
([(53.8378960207168, -83.86833375811239), (52.83364868767034, -83.80460275397925), (51.854040127246066, -83.72476813406858), (0, 0), (53.874999136939635, -83.83487864740754), (50.99656471722962, -83.57849447082098), (42.55142325500668, -82.89306122024495)], (41.10341775635417, -12.004126566247502), (52.89722460884296, -83.69370825877533), '2020-05-20 01:00:31')
([(53.65959039805829, -83.86083073720683), (52.889328821698, -83.7970657375397), (51.861447529406036, -83.71737228130704), (0, 0), (54.11729050775514, -83.8276769538025), (50.73804516327475, -83.57385662634636), (42.541697055564406, -82.89832384914148)], (41.14876987720134, -11.949078974652926), (52.898398823692645, -83.68640335759285), '2020-05-20 01:00:32')
([(53.79611063476241, -83.85378206346354), (52.74520687706424, -83.79047899713866), (51.654117953206466, -83.71124349321518), (0, 0), (54.00810155412275, -83.81979772276756), (51.13258734889518, -83.56309925404936), (42.876884248595005, -82.88285848072817)], (41.19409229711205, -11.893950580917311), (52.89957447997752, -83.67909598753238), '2020-05-20 01:00:33')
([(53.776833230068085, -83.84703544783859), (52.98126296987665, -83.78221114357626), (51.53635631639499, -83.70380890127507), (0, 0), (54.14194684859491, -83.81270795246822), (51.059500799846305, -83.55692604636353), (42.846857885346324, -82.87900134356259)], (41.23938492668658, -11.838741195812247), (52.90075157792233, -83.67178614673345), '2020-05-20 01:00:34')
([(53.84753783824842, -83.8388296700308), (52.908353984600495, -83.77508146761754), (51.703123423921234, -83.69600012878469), (0, 0), (53.986465863007716, -83.8041961792322), (50.6682485954537, -83.55178488961151), (42.73153092168226, -82.88434012868521)], (41.284786794336945, -11.77874281383822), (52.90261130914265, -83.66002373273628), '2020-05-20 01:00:34')
([(53.74351469007519, -83.83167268427484), (52.664374940470545, -83.76805683695449), (51.9897800632591, -83.6868915562418), (0, 0), (53.84632087041906, -83.79724787981776), (51.047722757348964, -83.54185713211119), (42.89862629830835, -82.87516217015839)], (41.330018929508434, -11.723369825904118), (52.9037912913099, -83.65270899212344), '2020-05-20 01:00:35')
([(53.74380541478547, -83.82447841136013), (52.739579201065446, -83.76107132476368), (51.57563852171526, -83.68171836900001), (0, 0), (54.065248002294794, -83.78944044544868), (51.05049952409414, -83.53507573772109), (42.606343176047496, -82.87561730770922)], (41.37522100367141, -11.667915276612502), (52.90497271580188, -83.64539177521799), '2020-05-20 01:00:36')
([(53.76768158718064, -83.8167841378315), (52.5914402448351, -83.753832606197), (51.86708909665007, -83.67350035747998), (0, 0), (54.21127542232398, -83.78282356090925), (50.95933026408274, -83.52929166374807), (42.800884474270234, -82.86883644933981)], (41.42039292644302, -11.612378975699107), (52.90615558283627, -83.63807208014912), '2020-05-20 01:00:37')
([(53.51056961757178, -83.80918331710477), (52.8997928710346, -83.74625153261869), (51.63208228876376, -83.66787269742987), (0, 0), (54.0426072806821, -83.7752832301754), (50.760663119989296, -83.52409769888617), (42.90462764291911, -82.86288676794403)], (41.465398074369475, -11.561472757439642), (52.90665870008692, -83.6351998167427), '2020-05-20 01:00:39')
([(53.80819306724431, -83.80297356798157), (52.68915112382661, -83.74008990845383), (51.88838630166988, -83.65904011491209), (0, 0), (53.96965483893587, -83.7681196322707), (51.02733015681422, -83.51440554584049), (42.78226714094706, -82.86023200460548)], (41.51051007107785, -11.505773435608543), (52.90784445250051, -83.62787511258021), '2020-05-20 01:00:40')
([(53.7985841296479, -83.79616736598454), (52.907395158403155, -83.73240366187582), (51.9364508333067, -83.6513495155049), (0, 0), (53.884290479012606, -83.76071558125614), (50.7129504101906, -83.50996708040947), (42.75461148883027, -82.86144950009675)], (41.55559164464499, -11.449991790836505), (52.909031648062914, -83.62054792470946), '2020-05-20 01:00:41')
([(53.52512839907149, -83.78811273272187), (52.93856958878158, -83.72437911880917), (51.756230188983054, -83.64561683501745), (0, 0), (54.25034551371616, -83.75302850987444), (51.08809307808244, -83.49948796405185), (43.01742324981184, -82.84234874823436)], (41.60064270366081, -11.39412763191146), (52.910220286981094, -83.61321825127283), '2020-05-20 01:00:42')
([(53.81677504483652, -83.7804249075342), (52.96779643280802, -83.71706808188476), (51.77054027438543, -83.63785694652569), (0, 0), (53.9920263114995, -83.74508472481344), (51.116819111704935, -83.49214795215329), (42.851302838010355, -82.84079103258632)], (41.645797086436396, -11.333464523556977), (52.91209156347936, -83.60143636755582), '2020-05-20 01:00:42')
([(53.688536027702455, -83.77331564092688), (52.904869089607985, -83.71003267050533), (51.70358577977333, -83.63112793132662), (0, 0), (53.90971196590663, -83.73837812134663), (51.079866641973844, -83.48507819659966), (42.6984657804714, -82.84200493812172)], (41.69078618739898, -11.277433705647983), (52.913284294795616, -83.59410181976625), '2020-05-20 01:00:43')
([(53.60000235810911, -83.76603922966189), (52.69331282594153, -83.70272164338802), (51.8006790300336, -83.62261926481672), (0, 0), (54.06103187212973, -83.73061553368271), (50.988714796122544, -83.47856165360896), (42.836411865201285, -82.83251300089073)], (41.735744496676304, -11.221319798242314), (52.91447727031414, -83.58676472568136), '2020-05-20 01:00:44')
([(53.762486602530764, -83.75928173870894), (52.68140589563156, -83.69600022294877), (51.62568589632344, -83.61710419409619), (0, 0), (53.95221262906234, -83.72356960248399), (50.899931972787016, -83.47181145071725), (42.678831035289726, -82.83272657382912)], (41.78053995506375, -11.169842024577093), (52.9149904944422, -83.58387471989312), '2020-05-20 01:00:46')
([(53.85146379678578, -83.75211997566916), (52.84320434604974, -83.68844014190555), (51.99335742551106, -83.60831309772566), (0, 0), (54.242598234082614, -83.71600051927443), (51.04879364604824, -83.46395038082669), (42.97837278201983, -82.82374761736452)], (41.82543705974069, -11.11356242025017), (52.91618635811514, -83.57653259072129), '2020-05-20 01:00:47')
([(53.53722240746848, -83.74414820785367), (52.5708066403638, -83.68137831553977), (51.78438139578679, -83.60180929145567), (0, 0), (53.97166281992881, -83.70843316233382), (50.90413437445591, -83.45887283456543), (42.894591003885644, -82.81958427503544)], (41.8703030953685, -11.057199150342521), (52.91738366638379, -83.56918796479246), '2020-05-20 01:00:48')
([(53.465173324129005, -83.736545042338), (52.86916301012325, -83.67424852113848), (51.74749931956547, -83.59503517006151), (0, 0), (54.1857993190812, -83.70108810737361), (50.67819406313378, -83.45291141315975), (42.867904403998175, -82.81476699250346)], (41.91513796860627, -11.000752022201723), (52.91858241944622, -83.56184084027339), '2020-05-20 01:00:49')
([(53.81722273221613, -83.73013378733114), (52.6510732412582, -83.66644852787462), (51.80260186419052, -83.5871592806986), (0, 0), (53.9918953655369, -83.69353264041128), (50.72033061179766, -83.44477356394457), (42.92267520035722, -82.80526446948527)], (41.960070919086974, -10.93949719047654), (52.92046381518265, -83.5500418226112), '2020-05-20 01:00:49')
([(53.68542330262873, -83.72213767945146), (52.916980302645065, -83.65843673009104), (51.891329893608265, -83.5792653406464), (0, 0), (54.00141332511784, -83.68574184100265), (50.80916876246864, -83.43646365508874), (42.87899910653949, -82.80253411847029)], (42.00484252525736, -10.882880706130345), (52.921665458993616, -83.54268974241037), '2020-05-20 01:00:50')
([(53.67830756049082, -83.71545195293949), (52.82476429756727, -83.65138836531611), (51.6708689392823, -83.5730521519915), (0, 0), (54.110929268540374, -83.67786022023822), (50.87988052200788, -83.42899558104023), (42.7833050783619, -82.80255714330727)], (42.04958268619165, -10.826179783665188), (52.92286854820401, -83.5353351579799), '2020-05-20 01:00:51')
([(53.893153633810165, -83.70711181700325), (52.65119522036674, -83.64435987576064), (51.56227641481743, -83.5660392769128), (0, 0), (54.23181752119655, -83.67078452805109), (51.01459306186454, -83.42117335963644), (43.16789749178125, -82.7891121461491)], (42.09429130745943, -10.76939422955963), (52.924073083004906, -83.52797806746312), '2020-05-20 01:00:52')
([(53.86278832480113, -83.70083680802983), (52.98578772490352, -83.63688748834032), (51.87171570098597, -83.55749308473294), (0, 0), (54.0055997600542, -83.66295785253924), (51.09361128309504, -83.41381812467928), (42.91577350074354, -82.79187971392922)], (42.138841612143196, -10.717251749587604), (52.92459786348171, -83.52506767306728), '2020-05-20 01:00:54')
([(53.847401120431854, -83.69325335142759), (53.0096472207648, -83.6293112193605), (51.74947895712123, -83.55118183197774), (0, 0), (53.98805029406754, -83.65632960246293), (50.8132616797049, -83.40970352378142), (42.9132033628563, -82.78082484838791)], (42.18348753512826, -10.66029741417645), (52.92580528937217, -83.5177055176255), '2020-05-20 01:00:55')
([(53.66634999120282, -83.6865060083776), (52.9150763846192, -83.6228453447938), (51.62011664848653, -83.54474445559597), (0, 0), (54.22317894714266, -83.64907519006344), (50.86062209456296, -83.40136638126903), (43.05179254991999, -82.77168452948438)], (42.22810163453752, -10.603257865983531), (52.927014161393735, -83.51034085048144), '2020-05-20 01:00:56')
([(53.786485134800664, -83.67871238322581), (52.59065265442233, -83.61534851092682), (51.78377882492277, -83.53592366598615), (0, 0), (54.253178375265556, -83.64079828968384), (51.113332646882064, -83.39037459219475), (42.95718454727365, -82.76629446205891)], (42.272808496849805, -10.541401819777919), (52.92890568185757, -83.49852460702596), '2020-05-20 01:00:56')
([(53.839099935323794, -83.67138175166633), (52.99647446426117, -83.60721542462767), (51.72050786379506, -83.52901738572741), (0, 0), (53.97552690358025, -83.63358805017042), (51.18433042336562, -83.38327432414115), (43.06399130041563, -82.7723956381793)], (42.31735799316338, -10.484190197938418), (52.93011744742072, -83.49115495795147), '2020-05-20 01:00:57')
([(53.86860826613926, -83.66358133301458), (52.60711208917685, -83.60056507232513), (51.78665337813378, -83.52151733963873), (0, 0), (54.28536727152969, -83.62578449059646), (50.922390315645025, -83.37903134218548), (43.11939461481334, -82.75839211920233)], (42.361875377221324, -10.426892779245966), (52.93133065968567, -83.48378279153418), '2020-05-20 01:00:58')
([(53.82668346356526, -83.65625222215773), (53.00113806365356, -83.59231736792452), (51.5516705137996, -83.51475841607102), (0, 0), (53.8704850562571, -83.61870749799952), (51.08530488773881, -83.37063994378943), (43.232023368884256, -82.7541416126574)], (42.4063605526385, -10.369509368790764), (52.932545318838756, -83.47640810589728), '2020-05-20 01:00:59')
([(53.856011980688464, -83.64978106013136), (52.98926840699118, -83.58580696673606), (51.837799073285105, -83.50732915570765), (0, 0), (54.056276790625056, -83.61189039713031), (50.88426757665083, -83.36546537362402), (43.099538397212996, -82.75000147596845)], (42.45069142319308, -10.316775125866926), (52.93308021994362, -83.47347977350871), '2020-05-20 01:01:01')
([(53.87782845875033, -83.64215419367963), (52.75686075377805, -83.5794983868401), (51.819215426966224, -83.49960862588104), (0, 0), (54.21225446522, -83.60384418751806), (50.69940028449534, -83.3602903682291), (43.07383737799629, -82.74502417842879)], (42.49511256442986, -10.259220213745115), (52.934297772606016, -83.46609999671401), '2020-05-20 01:01:02')
([(53.91822585354137, -83.6352848447138), (52.91435988634026, -83.57114041998597), (51.877608423721796, -83.49241270066636), (0, 0), (53.845339986867735, -83.59634901391236), (50.74975193582071, -83.35255302272942), (43.00484084018476, -82.74628069973646)], (42.53950120727425, -10.201578724583925), (52.93551677266752, -83.45871769506523), '2020-05-20 01:01:03')
([(53.86360198342281, -83.62767825673227), (52.72722034684186, -83.56431261846497), (51.73026699735676, -83.4854399060588), (0, 0), (53.85539686312716, -83.58923023389366), (50.88374874024853, -83.34343689900595), (43.21349274313831, -82.7279887874708)], (42.58385725417952, -10.143850462775628), (52.93673722030301, -83.45133286669248), '2020-05-20 01:01:04')
([(53.705165115091745, -83.61972948793638), (52.67739319244148, -83.5567621637872), (51.83795220340899, -83.47750806083705), (0, 0), (54.12277702347376, -83.58110539620475), (51.180034662853885, -83.33330070625722), (43.296428343460356, -82.72586850790776)], (42.628299906212845, -10.08129560573967), (52.93864032409988, -83.43949682365762), '2020-05-20 01:01:04')
([(53.6375980501037, -83.61240000752858), (53.021752711869254, -83.54849572104692), (51.74340227510998, -83.47030224044168), (0, 0), (54.222915766003645, -83.57357145551059), (51.109373563668996, -83.32668925552278), (43.206551263729516, -82.71164646869967)], (42.67258978953256, -10.02339214143064), (52.939863668277866, -83.43210698320263), '2020-05-20 01:01:05')
([(53.69056144424404, -83.60496580482297), (52.89877679112792, -83.54212564907705), (51.717853950741734, -83.4631024481574), (0, 0), (54.03972120631887, -83.56551952629312), (50.922359634647144, -83.32201541477588), (43.291305026588994, -82.71558126611261)], (42.716846781463765, -9.965401315922817), (52.941088460566135, -83.42471461035343), '2020-05-20 01:01:06')
([(53.85034882009616, -83.59871248246931), (52.97504486209596, -83.53459000384), (51.8616610686629, -83.45528867350284), (0, 0), (53.99365409219036, -83.55888326984264), (51.155557001170195, -83.31211174650893), (43.097476815684175, -82.71098434216196)], (42.7609535219665, -9.912065769433962), (52.941633490034555, -83.42176824807191), '2020-05-20 01:01:08')
([(53.59383196415062, -83.59093881088225), (52.92420882065617, -83.52758731706349), (51.98752598846921, -83.44729400762871), (0, 0), (53.85909804146517, -83.55179199222998), (51.13616312722978, -83.30536207170954), (43.33562941627755, -82.70034344946639)], (42.80514511632397, -9.853900703216146), (52.94286117811093, -83.41437075771613), '2020-05-20 01:01:09')
([(53.81902381929432, -83.58377018445614), (52.97842538765355, -83.51990688037449), (51.852108298648204, -83.44158060714219), (0, 0), (53.893187820474765, -83.54340596656412), (50.83005130310742, -83.30095895143774), (43.109013758273534, -82.70585124848013)], (42.849303523599055, -9.795647686665164), (52.944090314777675, -83.4069707292938), '2020-05-20 01:01:10')
([(53.90273965512422, -83.57604744834806), (52.83503511811685, -83.51346941907744), (51.639609657433084, -83.43489880521545), (0, 0), (53.86646043420835, -83.53589568711283), (51.06148663318858, -83.29204356578919), (43.04124274978191, -82.69477073148994)], (42.89342864427417, -9.737306522901182), (52.94532090020118, -83.39956816092484), '2020-05-20 01:01:11')
([(53.82987990897441, -83.56801533626822), (52.94208265310576, -83.50494143292356), (52.01364629672069, -83.42490494837323), (0, 0), (54.239109177438856, -83.52861314305777), (51.173806875987616, -83.28279323258633), (43.258787336204904, -82.69002678679377)], (42.93763490718411, -9.674129891108954), (52.9472341494985, -83.38771469397199), '2020-05-20 01:01:11')
([(53.62278237100688, -83.56078694357625), (52.78273644246985, -83.49834119331027), (51.877984782324845, -83.41840794033732), (0, 0), (54.215479895012145, -83.52108743367612), (51.16893615617962, -83.27598698181997), (43.18276504721667, -82.68879493558963)], (42.98169246885418, -9.615610768556236), (52.94846763392965, -83.38030708704642), '2020-05-20 01:01:12')
([(53.90786556477148, -83.55385212983944), (53.0415553513146, -83.48974030701609), (51.98508156124633, -83.41034038325526), (0, 0), (54.29880981470948, -83.51319472281808), (50.90115304422811, -83.27106464254494), (43.22764905363361, -82.68422967200846)], (43.025716442437194, -9.557002906648874), (52.94970256762314, -83.37289693445814), '2020-05-20 01:01:13')
([(53.5463492542246, -83.54595900751505), (53.044138644090886, -83.48199333985927), (51.63196399222931, -83.40506187532633), (0, 0), (54.03742964468879, -83.50534300302296), (50.851973684255206, -83.26405792331562), (43.31482921602, -82.67371165144176)], (43.06970672725622, -9.498306107883181), (52.95093895073583, -83.36548423434557), '2020-05-20 01:01:14')
([(53.937471658810125, -83.53905099118548), (52.92837442519449, -83.47555015020653), (51.912413867831916, -83.39702950725069), (0, 0), (53.97798776950997, -83.49978815704186), (50.91595500877993, -83.25774964933147), (43.30837949587427, -82.6734617561946)], (43.11355144495383, -9.444271593362652), (52.95149556429385, -83.36251715350596), '2020-05-20 01:01:16')
([(53.941722330668696, -83.53207855439095), (52.81516594216322, -83.46915201476259), (51.61994333411339, -83.39117316839524), (0, 0), (53.96435184444947, -83.49190540049219), (50.82470589493659, -83.2512066270084), (43.223552269924625, -82.66599973287589)], (43.15747473976806, -9.385397402563932), (52.952734845614586, -83.35509930564079), '2020-05-20 01:01:17')
([(53.995911475438135, -83.52467708274662), (52.989351037173236, -83.46072063671392), (51.596753917463, -83.38383856708062), (0, 0), (54.19493743935621, -83.48404564334918), (50.85073302809167, -83.24328727494374), (43.25889212775448, -82.65634890518126)], (43.20136404317508, -9.32643368183061), (52.95397557679985, -83.34767890454322), '2020-05-20 01:01:18')
([(53.83258394727324, -83.51776261810555), (53.06315330133291, -83.45328153737064), (51.86130150242168, -83.37499465536098), (0, 0), (53.919064732102086, -83.47650600898248), (51.1189562786044, -83.23318517300406), (43.22285999648802, -82.65887895910518)], (43.24521925333347, -9.267380233012355), (52.95521775799936, -83.34025594832788), '2020-05-20 01:01:19')
([(53.90927909872012, -83.50932596892771), (52.63821012675456, -83.44718987657483), (51.98939232888886, -83.36688872401766), (0, 0), (54.060938787318456, -83.46918223398653), (50.84949886831447, -83.2290709913399), (43.15222719337836, -82.65215258092836)], (43.289149275589146, -9.203481136314524), (52.957142612964944, -83.3283824543062), '2020-05-20 01:01:19')
([(53.88680940313071, -83.50222858765291), (52.980956114974774, -83.43842442482577), (51.657423404994056, -83.3615338567978), (0, 0), (54.28450774341632, -83.46038796049578), (51.202418135495144, -83.21718349368793), (43.2060324782687, -82.64154258346905)], (43.33293529712627, -9.144246559451288), (52.95838769581347, -83.32095442909853), '2020-05-20 01:01:20')
([(53.867720646169246, -83.49511058543426), (52.8143739203476, -83.43163423640883), (52.037655126173675, -83.35181386659622), (0, 0), (54.271573343468795, -83.4530392090334), (50.73941171933778, -83.21482037617513), (43.20370054760164, -82.63306783233247)], (43.376686916933714, -9.08492165869483), (52.959634229144704, -83.31352384304223), '2020-05-20 01:01:21')
