 -30.00  0.95  0.27599E+10  0.030 312.2  0.92119E+11
 -29.50  0.95  0.27630E+10  0.030 312.6  0.92069E+11
 -29.00  0.95  0.27689E+10  0.030 313.0  0.92106E+11
 -28.50  0.95  0.27778E+10  0.030 313.4  0.92231E+11
 -28.00  0.95  0.27898E+10  0.030 313.9  0.92451E+11
 -27.50  0.95  0.28050E+10  0.030 314.3  0.92769E+11
 -27.00  0.95  0.28236E+10  0.030 314.8  0.93189E+11
 -26.50  0.95  0.28458E+10  0.030 315.3  0.93715E+11
 -26.00  0.95  0.28716E+10  0.030 315.8  0.94352E+11
 -25.50  0.95  0.29014E+10  0.031 316.4  0.95105E+11
 -25.00  0.95  0.29352E+10  0.031 316.9  0.95978E+11
 -24.50  0.95  0.29732E+10  0.031 317.5  0.96977E+11
 -24.00  0.95  0.30157E+10  0.031 318.1  0.98107E+11
 -23.50  0.95  0.30627E+10  0.031 318.7  0.99373E+11
 -23.00  0.95  0.31146E+10  0.031 319.4  0.10078E+12
 -22.50  0.95  0.31714E+10  0.031 320.0  0.10233E+12
 -22.00  0.95  0.32334E+10  0.031 320.7  0.10404E+12
 -21.50  0.95  0.33008E+10  0.031 321.4  0.10591E+12
 -21.00  0.95  0.33738E+10  0.031 322.1  0.10794E+12
 -20.50  0.95  0.34526E+10  0.031 322.9  0.11014E+12
 -20.00  0.95  0.35373E+10  0.031 323.6  0.11251E+12
 -19.50  0.95  0.36281E+10  0.032 324.4  0.11507E+12
 -19.00  0.95  0.37251E+10  0.032 325.2  0.11780E+12
 -18.50  0.95  0.38286E+10  0.032 326.0  0.12073E+12
 -18.00  0.95  0.39385E+10  0.032 326.8  0.12385E+12
 -17.50  0.95  0.40551E+10  0.032 327.6  0.12717E+12
 -17.00  0.95  0.41782E+10  0.032 328.5  0.13069E+12
 -16.50  0.95  0.43080E+10  0.032 329.3  0.13441E+12
 -16.00  0.95  0.44443E+10  0.032 330.1  0.13832E+12
 -15.50  0.95  0.45871E+10  0.032 331.0  0.14243E+12
 -15.00  0.95  0.47361E+10  0.032 331.8  0.14674E+12
 -14.50  0.95  0.48912E+10  0.032 332.7  0.15124E+12
 -14.00  0.95  0.50520E+10  0.032 333.5  0.15592E+12
 -13.50  0.95  0.52181E+10  0.032 334.4  0.16078E+12
 -13.00  0.95  0.53889E+10  0.033 335.2  0.16579E+12
 -12.50  0.95  0.55639E+10  0.033 336.0  0.17095E+12
 -12.00  0.95  0.57423E+10  0.033 336.7  0.17623E+12
 -11.50  0.95  0.59233E+10  0.033 337.5  0.18161E+12
 -11.00  0.95  0.61058E+10  0.033 338.2  0.18708E+12
 -10.50  0.95  0.62889E+10  0.033 338.9  0.19258E+12
 -10.00  0.95  0.64713E+10  0.033 339.5  0.19811E+12
  -9.50  0.95  0.66517E+10  0.033 340.1  0.20360E+12
  -9.00  0.95  0.68287E+10  0.033 340.6  0.20903E+12
  -8.50  0.95  0.70007E+10  0.033 341.1  0.21434E+12
  -8.00  0.95  0.71661E+10  0.033 341.5  0.21950E+12
  -7.50  0.95  0.73232E+10  0.033 341.8  0.22443E+12
  -7.00  0.95  0.74703E+10  0.033 342.0  0.22910E+12
  -6.50  0.95  0.76054E+10  0.033 342.1  0.23345E+12
  -6.00  0.95  0.77269E+10  0.033 342.1  0.23741E+12
  -5.50  0.95  0.78329E+10  0.033 342.1  0.24093E+12
  -5.00  0.95  0.79217E+10  0.032 341.9  0.24396E+12
  -4.50  0.95  0.79917E+10  0.032 341.5  0.24645E+12
  -4.00  0.95  0.80413E+10  0.032 341.1  0.24835E+12
  -3.50  0.95  0.80693E+10  0.032 340.4  0.24962E+12
  -3.00  0.95  0.80745E+10  0.032 339.7  0.25023E+12
  -2.50  0.95  0.80563E+10  0.032 338.8  0.25016E+12
  -2.00  0.95  0.80141E+10  0.032 337.7  0.24940E+12
  -1.50  0.95  0.79478E+10  0.032 336.4  0.24795E+12
  -1.00  0.95  0.78578E+10  0.032 335.0  0.24584E+12
  -0.50  0.95  0.77450E+10  0.032 333.5  0.24309E+12
   0.00  0.95  0.76106E+10  0.032 331.7  0.23975E+12
   0.50  0.95  0.74565E+10  0.032 329.8  0.23588E+12
   1.00  0.95  0.72850E+10  0.031 327.8  0.23157E+12
   1.50  0.95  0.70989E+10  0.031 325.5  0.22688E+12
   2.00  0.95  0.69015E+10  0.031 323.2  0.22194E+12
   2.50  0.95  0.66964E+10  0.031 320.7  0.21684E+12
   3.00  0.95  0.64875E+10  0.031 318.2  0.21170E+12
   3.50  0.95  0.62788E+10  0.030 315.5  0.20664E+12
   4.00  0.95  0.60745E+10  0.030 312.7  0.20178E+12
   4.50  0.95  0.58787E+10  0.030 309.9  0.19723E+12
   5.00  0.95  0.56953E+10  0.029 307.1  0.19311E+12
   5.50  0.95  0.55279E+10  0.029 304.3  0.18953E+12
   6.00  0.95  0.53798E+10  0.029 301.4  0.18659E+12
   6.50  0.95  0.52540E+10  0.028 298.7  0.18438E+12
   7.00  0.95  0.51528E+10  0.028 296.0  0.18298E+12
   7.50  0.95  0.50782E+10  0.028 293.3  0.18247E+12
   8.00  0.95  0.50319E+10  0.028 290.8  0.18290E+12
   8.50  0.95  0.50147E+10  0.027 288.4  0.18430E+12
   9.00  0.95  0.50272E+10  0.027 286.2  0.18673E+12
   9.50  0.95  0.50695E+10  0.027 284.1  0.19017E+12
  10.00  0.95  0.51409E+10  0.026 282.1  0.19462E+12
  10.50  0.95  0.52402E+10  0.026 280.4  0.20004E+12
  11.00  0.95  0.53657E+10  0.026 278.8  0.20637E+12
  11.50  0.95  0.55146E+10  0.026 277.4  0.21352E+12
  12.00  0.95  0.56835E+10  0.026 276.2  0.22135E+12
  12.50  0.95  0.58683E+10  0.026 275.1  0.22970E+12
  13.00  0.95  0.60637E+10  0.025 274.2  0.23837E+12
  13.50  0.95  0.62642E+10  0.025 273.4  0.24715E+12
  14.00  0.95  0.64635E+10  0.025 272.8  0.25577E+12
  14.50  0.95  0.66549E+10  0.025 272.3  0.26398E+12
  15.00  0.95  0.68319E+10  0.025 271.9  0.27151E+12
  15.50  0.95  0.69881E+10  0.025 271.6  0.27812E+12
  16.00  0.95  0.71177E+10  0.025 271.4  0.28357E+12
  16.50  0.95  0.72160E+10  0.025 271.3  0.28767E+12
  17.00  0.95  0.72793E+10  0.025 271.2  0.29030E+12
  17.50  0.95  0.73054E+10  0.025 271.2  0.29136E+12
  18.00  0.95  0.72937E+10  0.025 271.2  0.29085E+12
  18.50  0.95  0.72447E+10  0.025 271.3  0.28880E+12
  19.00  0.95  0.71606E+10  0.025 271.4  0.28530E+12
  19.50  0.95  0.70447E+10  0.025 271.5  0.28050E+12
  20.00  0.95  0.69013E+10  0.025 271.7  0.27459E+12
  20.50  0.95  0.67351E+10  0.025 271.8  0.26776E+12
  21.00  0.95  0.65515E+10  0.025 272.0  0.26024E+12
  21.50  0.95  0.63556E+10  0.025 272.2  0.25223E+12
  22.00  0.95  0.61527E+10  0.025 272.5  0.24394E+12
  22.50  0.95  0.59474E+10  0.025 272.7  0.23557E+12
  23.00  0.95  0.57438E+10  0.025 273.0  0.22727E+12
  23.50  0.95  0.55455E+10  0.025 273.3  0.21919E+12
  24.00  0.95  0.53554E+10  0.025 273.6  0.21142E+12
  24.50  0.95  0.51756E+10  0.025 274.0  0.20406E+12
  25.00  0.95  0.50075E+10  0.025 274.4  0.19716E+12
  25.50  0.95  0.48522E+10  0.025 274.8  0.19076E+12
  26.00  0.95  0.47100E+10  0.025 275.2  0.18486E+12
  26.50  0.95  0.45810E+10  0.026 275.7  0.17946E+12
  27.00  0.95  0.44647E+10  0.026 276.2  0.17455E+12
  27.50  0.95  0.43605E+10  0.026 276.7  0.17011E+12
  28.00  0.95  0.42676E+10  0.026 277.3  0.16610E+12
  28.50  0.95  0.41851E+10  0.026 277.9  0.16247E+12
  29.00  0.95  0.41118E+10  0.026 278.5  0.15920E+12
  29.50  0.95  0.40466E+10  0.026 279.1  0.15624E+12
  30.00  0.95  0.39885E+10  0.026 279.7  0.15355E+12
  30.50  0.95  0.39364E+10  0.026 280.4  0.15108E+12
  31.00  0.95  0.38892E+10  0.026 281.1  0.14880E+12
  31.50  0.95  0.38459E+10  0.026 281.8  0.14667E+12
  32.00  0.95  0.38056E+10  0.026 282.5  0.14466E+12
  32.50  0.95  0.37675E+10  0.026 283.2  0.14274E+12
  33.00  0.95  0.37309E+10  0.026 283.9  0.14088E+12
  33.50  0.95  0.36951E+10  0.027 284.6  0.13907E+12
  34.00  0.95  0.36595E+10  0.027 285.4  0.13727E+12
  34.50  0.95  0.36237E+10  0.027 286.1  0.13548E+12
  35.00  0.95  0.35873E+10  0.027 286.8  0.13368E+12
  35.50  0.95  0.35500E+10  0.027 287.5  0.13186E+12
  36.00  0.95  0.35116E+10  0.027 288.2  0.13002E+12
  36.50  0.95  0.34718E+10  0.027 288.9  0.12815E+12
  37.00  0.95  0.34306E+10  0.027 289.6  0.12624E+12
  37.50  0.95  0.33879E+10  0.027 290.3  0.12430E+12
  38.00  0.95  0.33438E+10  0.027 291.0  0.12233E+12
  38.50  0.95  0.32982E+10  0.027 291.6  0.12032E+12
  39.00  0.95  0.32513E+10  0.027 292.3  0.11829E+12
  39.50  0.95  0.32031E+10  0.028 292.9  0.11623E+12
  40.00  0.95  0.31538E+10  0.028 293.5  0.11415E+12
  40.50  0.95  0.31035E+10  0.028 294.1  0.11206E+12
  41.00  0.95  0.30523E+10  0.028 294.7  0.10995E+12
  41.50  0.95  0.30005E+10  0.028 295.3  0.10784E+12
  42.00  0.95  0.29481E+10  0.028 295.8  0.10574E+12
  42.50  0.95  0.28953E+10  0.028 296.4  0.10363E+12
  43.00  0.95  0.28424E+10  0.028 296.9  0.10154E+12
  43.50  0.95  0.27894E+10  0.028 297.4  0.99464E+11
  44.00  0.95  0.27366E+10  0.028 297.9  0.97408E+11
  44.50  0.95  0.26840E+10  0.028 298.4  0.95378E+11
  45.00  0.95  0.26318E+10  0.028 298.8  0.93377E+11
  45.50  0.95  0.25801E+10  0.028 299.3  0.91409E+11
  46.00  0.95  0.25291E+10  0.028 299.7  0.89477E+11
  46.50  0.95  0.24788E+10  0.028 300.1  0.87585E+11
  47.00  0.95  0.24294E+10  0.028 300.5  0.85735E+11
  47.50  0.95  0.23809E+10  0.028 300.8  0.83930E+11
  48.00  0.95  0.23335E+10  0.028 301.2  0.82170E+11
  48.50  0.95  0.22871E+10  0.028 301.5  0.80459E+11
  49.00  0.95  0.22419E+10  0.028 301.9  0.78798E+11
  49.50  0.95  0.21979E+10  0.028 302.2  0.77187E+11
  50.00  0.95  0.21551E+10  0.028 302.5  0.75628E+11
  50.50  0.95  0.21136E+10  0.029 302.8  0.74120E+11
  51.00  0.95  0.20734E+10  0.029 303.0  0.72665E+11
  51.50  0.95  0.20346E+10  0.029 303.3  0.71263E+11
  52.00  0.95  0.19971E+10  0.029 303.5  0.69913E+11
